"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:00790"	"Folate biosynthesis"	"4/956"	"11/21796"	0.000947489237964616	0.207500143114251	"2356;249;251;8836"	"1719;2356;248;249;250;251;2643;5805;5860;6697;8836"
"path:05414"	"Dilated cardiomyopathy"	"10/956"	"85/21796"	0.00400334999375906	0.408610358787565	"10369;115;1605;2010;2778;3678;60;7042;7169;781"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/956"	"3/21796"	0.00559740217517213	0.408610358787565	"10585;55624"	"10585;29954;55624"
"path:04122"	"Sulfur relay system"	"3/956"	"10/21796"	0.00800644254542382	0.438352729361954	"27304;81605;9054"	"27304;348180;4337;4338;4357;55687;7263;81605;90353;9054"
"path:00510"	"N-Glycan biosynthesis"	"6/956"	"48/21796"	0.0178870863308251	0.759933102113968	"11253;1650;6185;6480;79868;8813"	"10195;10905;11253;11282;11320;144245;146664;1603;1650;1798;199857;201595;22845;23193;2530;25834;2683;29880;29929;3703;4121;4122;4124;4245;4247;4248;4249;440138;54344;56052;57134;57171;6184;6185;6480;7841;79053;79087;79796;79868;7991;84920;85365;8703;8704;8813;8818;91869"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"8/956"	"78/21796"	0.0208200849894238	0.759933102113968	"10369;1605;2010;3678;60;7042;7169;781"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00604"	"Glycosphingolipid biosynthesis - ganglio series"	"3/956"	"15/21796"	0.025785617781015	0.782724356451026	"29906;30815;8869"	"256435;2583;27090;2720;29906;3073;3074;30815;6482;6483;6489;81849;8705;8869;9197"
"path:05100"	"Bacterial invasion of epithelial cells"	"7/956"	"71/21796"	0.0357408381941108	0.782724356451026	"10552;1496;3678;60;8218;9564;998"	"10059;10092;10093;10094;10095;10109;10163;10459;10552;1211;1212;1213;1398;1399;1495;1496;1499;1731;1759;1785;1793;2017;2335;23533;23607;23624;2549;25759;26052;26084;29119;3059;3611;3678;3688;387;391;399694;4233;5290;5291;5293;5294;5295;5296;53358;5747;5829;5879;60;6464;653888;6714;71;7414;7454;79658;81873;8218;8503;857;858;859;867;868;8936;8976;9564;9844;998;999"
"path:05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"7/956"	"71/21796"	0.0357408381941108	0.782724356451026	"10369;1496;1605;2010;3678;60;781"	"1000;10368;10369;1495;1496;1499;1605;1674;1756;1824;1829;1832;2010;22801;2697;27091;27092;29119;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;3728;4000;51176;5318;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;6932;6934;71;775;776;778;779;781;782;783;784;785;786;81;83439;8515;8516;87;88;89;9254;93589"
"path:05416"	"Viral myocarditis"	"7/956"	"71/21796"	0.0357408381941108	0.782724356451026	"1605;25;3105;3135;4619;4627;60"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:00472"	"D-Arginine and D-ornithine metabolism"	"1/956"	"1/21796"	0.0438612589465958	0.873237791754952	"1610"	"1610"
