"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05131"	"Shigellosis"	"8/880"	"61/21796"	0.00302858449296339	0.619451700131988	"25;3678;5600;5970;60;6300;64127;8945"	"10092;10093;10094;10095;10109;10163;10392;10459;10552;1147;1398;1399;1432;1445;1729;1793;2017;23291;25;3059;345456;3551;3576;3678;3688;375189;391;4790;4792;4793;5216;5217;5594;5595;5599;5600;5601;5602;5603;5879;5970;60;6093;6300;64127;653888;71;7307;7414;7454;81873;8517;8767;8936;8945;8976;9474;9475;960;9844;998"
"path:04623"	"Cytosolic DNA-sensing pathway"	"7/880"	"56/21796"	0.00707569677652087	0.619451700131988	"103;10622;3446;3606;5970;81030;834"	"103;10621;10622;10623;11035;11128;11277;1147;171568;23586;29108;29110;340061;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3456;3551;3553;3569;3606;3627;3661;3665;388372;4790;4792;4793;51082;51728;55703;57506;5970;6351;6352;661;81030;834;84265;8517;8737;90865;9447;9533;9560;9641"
"path:00790"	"Folate biosynthesis"	"3/880"	"11/21796"	0.00848563972783545	0.619451700131988	"2356;249;8836"	"1719;2356;248;249;250;251;2643;5805;5860;6697;8836"
"path:00750"	"Vitamin B6 metabolism"	"2/880"	"6/21796"	0.0219170122602941	0.759756389488249	"29968;8566"	"29968;316;493911;55163;57026;8566"
"path:05416"	"Viral myocarditis"	"7/880"	"71/21796"	0.0242324412384235	0.759756389488249	"1756;25;3117;4619;4627;4629;60"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:05220"	"Chronic myeloid leukemia"	"7/880"	"72/21796"	0.0259413685838918	0.759756389488249	"1487;1488;25;4893;5970;6655;7042"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:00020"	"Citrate cycle (TCA cycle)"	"4/880"	"30/21796"	0.0314060450817069	0.759756389488249	"1743;4190;48;55753"	"1431;1737;1738;1743;2271;3417;3418;3419;3420;3421;4190;4191;47;48;4967;50;5091;5105;5106;5160;5161;5162;55753;6389;6390;6391;6392;8801;8802;8803"
"path:04621"	"NOD-like receptor signaling pathway"	"6/880"	"60/21796"	0.033587395185821	0.759756389488249	"3606;5600;5970;6300;64127;834"	"10392;10454;10910;114548;1147;1432;22861;22900;23118;257397;260434;29108;329;330;331;3320;3326;3551;3553;3569;3576;3606;4210;4671;4790;4792;4793;55914;5594;5595;5599;5600;5601;5602;5603;58484;59082;5970;6300;6347;6352;6354;6355;6356;6357;64127;64170;6885;7124;7128;7184;7189;7205;834;838;841;84674;8517;8767;9051"
"path:03040"	"Spliceosome"	"10/880"	"128/21796"	0.0346760426156363	0.759756389488249	"10285;10286;22938;22985;23451;24148;26121;3303;55660;6625"	"10084;10189;10262;10285;10286;10291;10450;10465;10523;10569;10594;10713;10772;10907;10915;10929;10946;10992;11017;11157;11325;11338;144983;151903;153527;1655;1659;1665;220988;22827;22916;22938;22985;23020;23350;23450;23451;23658;24148;25766;25804;25949;26121;27258;27316;27339;29896;3178;3183;3190;3192;3303;3304;3305;3306;3310;3312;4116;4670;4686;4809;494115;5093;51340;51362;51503;51639;51645;51690;51691;51729;5356;55110;55119;55660;55696;56259;56949;57187;57461;57819;58517;6426;6427;6428;6429;6430;6431;6432;6434;653884;6625;6626;6627;6628;6629;6631;6632;6633;6634;6635;6636;6637;7307;7919;8175;83443;84321;8449;84844;84950;84991;8559;8683;8896;9092;9128;9129;9343;9410;9416;9716;9775;9785;9879;988;9939;9984"
"path:04070"	"Phosphatidylinositol signaling system"	"7/880"	"78/21796"	0.037932354028666	0.759756389488249	"1040;3612;3632;5287;5297;805;8871"	"1040;10423;113026;1606;1607;1608;160851;1609;163688;200576;23236;23396;23533;27124;3612;3613;3628;3631;3632;3633;3635;3636;3705;3706;3707;3708;3709;3710;4952;51196;51763;51806;5286;5287;5288;5289;5290;5291;5293;5294;5295;5296;5297;5298;5305;5330;5331;5332;5333;5335;5336;55300;55361;5578;5579;5582;56623;5728;64768;79837;801;805;808;810;8394;8395;8396;84812;8503;8525;8526;8527;8760;8821;8867;8871;89869;9162"
