"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05416"	"Viral myocarditis"	"11/961"	"71/21796"	0.000262034134760447	0.0373627987058687	"1981;25;2534;3107;3115;3689;4619;4620;4627;4629;60"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:05414"	"Dilated cardiomyopathy"	"12/961"	"85/21796"	0.000341212773569577	0.0373627987058687	"10369;111;2778;3479;3672;3678;3685;4633;60;7169;7273;781"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:04530"	"Tight junction"	"15/961"	"131/21796"	0.000669413466684254	0.0488671830679506	"1496;24146;3993;4301;4619;4620;4627;4629;4633;55844;58494;60;84552;88;9071"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:04670"	"Leukocyte transendothelial migration"	"13/961"	"116/21796"	0.00181463058225373	0.0963430786934718	"1496;24146;3689;4301;4318;4633;58494;60;6387;7410;88;9071;9564"	"1003;103910;10398;10411;10451;10627;10686;11069;1364;1365;1366;137075;1432;149461;1495;1496;1499;1500;1535;1536;2185;23533;23562;24146;26285;27035;2770;2771;2773;2909;29119;29895;3383;3676;3683;3684;3688;3689;3702;387;394;399;4267;4301;4313;4318;4478;4633;4636;4688;4689;4950;49861;5010;50508;50848;51208;5175;5290;5291;5293;5294;5295;5296;5335;5336;53842;5578;5579;5582;5600;5603;5747;5781;5829;58494;58498;5879;5880;5906;5908;60;6093;6300;6387;6494;653361;7070;71;7122;7294;7408;7409;7410;7412;7414;7430;7852;81;83593;83700;8503;87;88;89;9071;9073;9074;9075;9076;9080;90952;93408;9475;9564;998"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"10/961"	"78/21796"	0.00219961366880073	0.0963430786934718	"10369;3479;3672;3678;3685;4633;60;7169;7273;781"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00590"	"Arachidonic acid metabolism"	"8/961"	"57/21796"	0.00337011025008305	0.123009024128031	"1558;2876;2878;5319;5322;5740;81579;8529"	"100137049;113612;123745;124975;1555;1557;1558;1559;1562;1571;1573;1579;2053;239;240;242;246;247;257202;26279;2678;2686;2687;27306;284541;2876;2877;2878;2880;2882;30814;391013;4048;4051;4056;50487;5319;5320;5321;5322;5730;5740;5742;5743;64600;6916;80142;81579;8398;8399;84647;8529;8644;8681;873;874;9536"
"path:04520"	"Adherens junction"	"8/961"	"70/21796"	0.0116883772882277	0.329866772822569	"10580;1496;2260;2534;4301;60;7046;88"	"10163;10458;10580;10810;117178;1387;1457;1459;1460;1495;1496;1499;1500;1956;2033;2064;2260;2534;25945;29119;3480;3643;387;4008;4087;4088;4089;4233;4301;51176;51701;5594;5595;56288;5770;5777;5787;5792;5795;5797;5818;5819;5879;5880;5881;60;6591;6615;6714;6885;6932;6934;7046;7048;7082;71;7414;7454;7525;81;81607;83439;87;88;89;8936;8976;9855;998;999"
"path:05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"8/961"	"71/21796"	0.0126789676028616	0.329866772822569	"10369;1496;3672;3678;3685;60;781;88"	"1000;10368;10369;1495;1496;1499;1605;1674;1756;1824;1829;1832;2010;22801;2697;27091;27092;29119;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;3728;4000;51176;5318;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;6932;6934;71;775;776;778;779;781;782;783;784;785;786;81;83439;8515;8516;87;88;89;9254;93589"
"path:04060"	"Cytokine-cytokine receptor interaction"	"17/961"	"213/21796"	0.013556168746133	0.329866772822569	"10673;163702;23765;27190;3572;3600;3606;3977;5008;6348;6387;7046;7133;7173;8718;8742;8744"	"10563;10663;10673;10803;10913;115650;116379;1230;1232;1233;1234;1235;1236;1237;1270;1271;1435;1436;1437;1438;1439;1440;1441;1489;149233;1524;163702;1896;1950;1956;2056;2057;2277;2321;2322;2323;2324;23495;23529;23765;268;269;2690;27190;27242;2826;2829;2833;3082;338376;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3458;3459;3460;3467;355;3552;3553;3554;3556;3558;3559;356;3560;3561;3562;3563;3565;3566;3567;3568;3569;3570;3572;3574;3575;3576;3577;3578;3579;3581;3586;3587;3588;3589;3590;3592;3593;3594;3595;3596;3597;3600;3601;3604;3605;3606;3627;3791;3815;388372;3952;3953;3976;3977;4049;4050;4055;414062;4233;4254;4283;4352;4804;4982;5008;50615;50616;51330;5156;51561;5159;5196;5197;53832;53833;5473;55504;55540;55801;5617;5618;56832;57007;58191;58985;59067;60401;608;6348;6349;6351;6352;6370;6373;6376;6387;64109;643;64806;657;658;659;7040;7042;7043;7046;7048;7124;7132;7133;7173;7292;729230;7293;7424;7850;7852;84957;85480;8600;8718;8740;8741;8742;8743;8744;8764;8771;8784;8792;8807;8809;8995;90;91;9180;92;93;939;943;944;9547;9560;958;959;970;9966"
"path:00230"	"Purine metabolism"	"13/961"	"161/21796"	0.0261593929030677	0.451326520732249	"10622;10623;10846;111;1716;2766;5136;5137;5422;7498;84618;87178;953"	"100;10201;10606;10621;10622;10623;107;10714;108;10846;109;111;11128;11164;112;113;114;115;122481;122622;124583;132;158;159;1633;171568;1716;196883;203;204;205;221823;2272;22978;23649;246721;25885;2618;26289;270;271;27115;272;2766;2977;2982;2983;2984;2986;2987;29922;3000;30833;30834;318;3251;353;3614;3615;3704;377841;471;4830;4831;4832;4833;4860;4881;4882;4907;50484;50940;51082;51251;51292;5136;5137;5138;5139;5140;5141;5142;5143;5144;5145;5146;5147;5148;5149;5150;5151;5152;5153;5158;5167;5169;51728;5198;5236;5313;5315;53343;54107;5422;5424;5425;5426;5427;5430;5431;5432;5433;5434;5435;5436;5437;5438;5439;5440;5441;5471;548644;55276;5557;5558;55703;55811;55821;5631;5634;56655;56953;56985;57804;58497;6240;6241;64425;646625;654364;661;7498;8382;84172;84265;84618;8622;8654;87178;8833;9060;9061;93034;953;9533;954;955;956;957;9583;9615"
