"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:02010"	"ABC transporters"	"9/1552"	"44/21796"	0.00335427612194539	0.476830642643997	"10057;10351;19;20;21;23457;24;5243;5826"	"10057;10058;10060;10257;10347;10349;10350;10351;1080;11194;1244;154664;19;20;21;215;22;225;23456;23457;23460;23461;24;26154;340273;368;4363;5243;5244;5825;5826;64137;64240;64241;6833;6890;6891;85320;8647;8714;89845;94160;9429;9619"
"path:00330"	"Arginine and proline metabolism"	"10/1552"	"54/21796"	0.00435461774104107	0.476830642643997	"113451;1159;1160;1610;29920;445;501;5625;5832;8659"	"112483;113451;1152;1158;1159;1160;1373;1610;162417;217;219;223;224;2593;26;262;2628;27165;2744;2746;2747;2752;2805;2806;283208;29920;383;384;4128;4129;435;445;4842;4843;4846;4942;4953;5009;501;5033;51056;548596;5625;5831;5832;58510;6303;65263;6611;6723;79814;8659;8974;95"
"path:05200"	"Pathways in cancer"	"35/1552"	"322/21796"	0.00833980310482263	0.608805626652052	"10000;1027;10342;1050;1488;1496;2246;2260;2335;25;27006;2736;3479;354;3551;3716;3910;3912;4193;4286;4318;4436;51684;5728;5880;5888;5914;5915;6688;6789;7042;7185;8321;8643;9915"	"10000;1017;1019;1021;1026;1027;1029;10297;1030;10319;10342;10401;1050;10928;11186;11211;112398;112399;1147;1163;1282;1284;1286;1288;1387;1398;1399;1436;1438;1441;1487;1488;1495;1496;1499;1612;1613;1630;1855;1856;1857;1869;1870;1871;1950;1956;2033;2034;2064;207;208;2122;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2271;2277;22798;2308;2322;2323;2335;2353;23533;23604;23624;2475;25;2535;26060;26281;26291;27006;27148;2735;2736;2737;284217;2885;29119;2932;2956;3065;3066;3082;3091;324;3265;329;330;331;332;3320;3326;3479;3480;354;355;3551;356;3569;3576;3655;367;3673;3674;3675;3685;3688;369;3716;3725;3728;3815;3845;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;405;4087;4088;4089;4149;4193;4233;4254;4286;4292;4312;4313;4318;4436;4437;4609;4790;4791;4792;4824;4843;4893;4914;51176;51384;5154;5155;5156;51588;5159;51684;5228;5290;5291;5293;5294;5295;5296;5335;5336;5371;54205;54361;54583;5467;5468;5578;5579;5582;5594;5595;5599;5601;5602;5604;5605;572;5727;5728;5743;5747;581;5879;5880;5881;5888;5894;5898;5899;5900;5914;5915;5925;595;596;5970;5979;598;613;6256;6257;6258;637;64399;6469;650;6502;6513;652;652346;6608;6654;6655;6688;673;675;6772;6774;6776;6777;6789;6921;6923;6932;6934;7039;7040;7042;7043;7046;7048;7157;7170;7175;7184;7185;7186;7187;7188;7189;7422;7423;7424;7428;7471;7472;7473;7474;7475;7476;7477;7478;7479;7480;7481;7482;7483;7484;7704;7849;7855;7976;8030;8031;80326;8074;81029;8312;8313;8321;8322;8323;8324;8325;8326;83439;83593;836;841;842;8453;8503;8517;8554;861;862;8643;867;868;8772;8817;8822;8823;89780;898;9063;9134;9618;9915;9965;9978;998;999"
"path:04530"	"Tight junction"	"17/1552"	"131/21796"	0.0117127153623289	0.6241637968209	"10000;10627;11336;1496;24146;29895;3993;4626;4627;4629;5521;55844;5728;58494;60;84552;88"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:05414"	"Dilated cardiomyopathy"	"12/1552"	"85/21796"	0.0170100588621803	0.6241637968209	"10369;2778;3479;3672;3678;5350;59283;60;7042;7139;7169;781"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00604"	"Glycosphingolipid biosynthesis - ganglio series"	"4/1552"	"15/21796"	0.0185279833092067	0.6241637968209	"256435;29906;30815;8869"	"256435;2583;27090;2720;29906;3073;3074;30815;6482;6483;6489;81849;8705;8869;9197"
"path:04972"	"Pancreatic secretion"	"13/1552"	"97/21796"	0.0199504409942753	0.6241637968209	"10136;22802;2778;3784;480;492;5322;5407;5874;63036;6548;81579;9545"	"100137049;10136;1056;107;108;1080;109;111;112;113;1131;114;115;1179;123745;1357;1358;1359;1360;1361;1506;1811;196883;219931;22802;23236;23436;23439;26279;2776;2778;30814;3708;3709;3710;3778;3784;387;391013;4218;476;477;478;480;481;482;483;486;487;488;489;490;491;492;493;50487;51032;5319;5320;5321;5322;5330;5331;5332;5406;5407;5408;5578;5579;5582;5644;5645;5646;5874;5879;5906;5908;6262;63036;6344;64600;6522;6548;6558;683;7220;81579;8398;8399;84647;8671;8681;8766;886;952;9545;9635"
"path:05130"	"Pathogenic Escherichia coli infection"	"8/1552"	"52/21796"	0.0296554511619165	0.811817975557464	"10094;203068;25;2534;347733;60;8440;929"	"10092;10093;10094;10095;10109;10376;10381;10382;10383;10552;112714;113457;1499;2017;203068;23643;25;2534;3059;347688;347733;3688;387;4690;4691;4950;51807;56604;60;6093;653888;7099;71;7100;7277;7278;7280;7430;7454;7846;79861;81027;81873;8440;84617;84790;8976;9181;929;9475;998;999"
"path:03320"	"PPAR signaling pathway"	"9/1552"	"67/21796"	0.0472456596625388	1	"10062;10580;1582;1593;1622;2167;2181;335;51129"	"10062;10580;10998;10999;11001;116519;126129;1374;1375;1376;1579;1581;1582;1593;1622;1962;2167;2168;2169;2170;2171;2172;2173;2180;2181;2182;23305;2710;2712;284541;28965;30;33;335;336;34;345;3611;364;376497;4023;4312;4973;51;5105;5106;51129;5170;51703;5346;5360;5465;5467;5468;6256;6257;6258;6319;6342;7316;7350;79966;8309;8310;9370;9415;948"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"10/1552"	"78/21796"	0.0495714097279731	1	"10369;3479;3672;3678;59283;60;7042;7139;7169;781"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
