"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04141"	"Protein processing in endoplasmic reticulum"	"17/885"	"167/21796"	0.000468901784953402	0.0821078495294517	"10808;10952;10970;11253;1410;1650;27102;3303;3312;55757;5589;5611;6185;7322;7991;9601;9871"	"100289713;10113;10130;10134;10273;10277;10294;10299;10427;10477;10483;10484;10525;10802;10808;10905;10952;10956;10960;10961;10970;11231;11253;118424;120329;1388;1409;1410;143630;1603;1649;1650;1965;201595;2081;22824;22872;22926;23193;23471;23480;23640;23645;258010;25956;26232;26270;267;27102;27248;285126;2923;29927;29978;29979;30001;3300;3301;3303;3304;3305;3306;3309;3310;3312;3320;3326;3337;3703;3998;4121;4217;4287;440275;468;4780;5034;50613;5071;51009;51128;51360;51465;51619;51726;54431;54788;55176;55432;55666;55741;55757;55768;55829;5589;55968;5599;5601;5602;5609;5610;5611;56605;56681;56886;56893;57134;573;578;581;5886;5887;596;6048;6184;6185;6238;6396;6400;64215;64374;6500;6745;6746;6747;6748;7095;7184;7186;7321;7322;7323;7324;7325;7326;7327;7353;7415;7466;7494;7841;79139;79748;7991;80267;80331;80700;811;81567;821;823;824;84447;8454;85479;8720;91319;92552;9373;9451;9532;9601;9632;9695;9709;9871;9978"
"path:05131"	"Shigellosis"	"9/885"	"61/21796"	0.000749843374698189	0.0821078495294517	"25;3551;3678;5600;5970;60;6300;8945;9844"	"10092;10093;10094;10095;10109;10163;10392;10459;10552;1147;1398;1399;1432;1445;1729;1793;2017;23291;25;3059;345456;3551;3576;3678;3688;375189;391;4790;4792;4793;5216;5217;5594;5595;5599;5600;5601;5602;5603;5879;5970;60;6093;6300;64127;653888;71;7307;7414;7454;81873;8517;8767;8936;8945;8976;9474;9475;960;9844;998"
"path:00510"	"N-Glycan biosynthesis"	"7/885"	"48/21796"	0.00305944954822901	0.223339817020718	"11253;1650;6185;6480;79868;7991;8813"	"10195;10905;11253;11282;11320;144245;146664;1603;1650;1798;199857;201595;22845;23193;2530;25834;2683;29880;29929;3703;4121;4122;4124;4245;4247;4248;4249;440138;54344;56052;57134;57171;6184;6185;6480;7841;79053;79087;79796;79868;7991;84920;85365;8703;8704;8813;8818;91869"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/885"	"3/21796"	0.00480718986015516	0.263193644843495	"10585;55624"	"10585;29954;55624"
"path:05414"	"Dilated cardiomyopathy"	"9/885"	"85/21796"	0.00752806561391983	0.329729273889689	"2010;2778;3655;3672;3678;60;7042;7169;7273"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"8/885"	"78/21796"	0.0137083689059704	0.500355465067919	"2010;3655;3672;3678;60;7042;7169;7273"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:04670"	"Leukocyte transendothelial migration"	"10/885"	"116/21796"	0.0197330545290991	0.617362705981815	"24146;29895;4318;49861;5600;60;6300;7408;7410;9564"	"1003;103910;10398;10411;10451;10627;10686;11069;1364;1365;1366;137075;1432;149461;1495;1496;1499;1500;1535;1536;2185;23533;23562;24146;26285;27035;2770;2771;2773;2909;29119;29895;3383;3676;3683;3684;3688;3689;3702;387;394;399;4267;4301;4313;4318;4478;4633;4636;4688;4689;4950;49861;5010;50508;50848;51208;5175;5290;5291;5293;5294;5295;5296;5335;5336;53842;5578;5579;5582;5600;5603;5747;5781;5829;58494;58498;5879;5880;5906;5908;60;6093;6300;6387;6494;653361;7070;71;7122;7294;7408;7409;7410;7412;7414;7430;7852;81;83593;83700;8503;87;88;89;9071;9073;9074;9075;9076;9080;90952;93408;9475;9564;998"
"path:04662"	"B cell receptor signaling pathway"	"7/885"	"70/21796"	0.023227091852845	0.635841639471632	"11261;3551;5970;6655;7410;84433;930"	"10000;10451;10725;10892;11261;1147;118788;1380;207;208;2353;23533;25780;27071;2885;2932;29760;3265;3551;3635;3725;3845;4067;4772;4773;4775;4776;4790;4792;4793;4794;4893;5290;5291;5293;5294;5295;5296;5530;5532;5533;5534;5535;5594;5595;5604;5605;5777;5879;5880;5881;5894;5970;63928;6654;6655;6850;695;7409;7410;84433;8503;8517;8915;930;933;971;973;974;975"
"path:05220"	"Chronic myeloid leukemia"	"7/885"	"72/21796"	0.0266483273996166	0.648442633390672	"25;3551;5970;6655;7042;7046;9846"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:04146"	"Peroxisome"	"7/885"	"78/21796"	0.0389227522991398	0.808384357430038	"1610;2181;23305;51179;5824;5826;5827"	"10005;10455;10478;10654;10901;11001;11264;1384;1610;189;1891;1962;196743;2053;215;2180;2181;2182;225;23305;23417;23600;255027;25824;26061;26063;30;3155;3295;3417;3418;373156;390916;4358;4598;4843;5052;51;51179;51268;51703;5189;5190;5191;5192;5193;5194;5195;5264;54363;54677;55670;55711;55825;570;5824;5825;5826;5827;5828;5830;6342;6647;6648;7498;8309;8310;83594;84188;8443;847;8504;8528;8540;8799;8800;92960;9409"
"path:00472"	"D-Arginine and D-ornithine metabolism"	"1/885"	"1/21796"	0.0406037805101845	0.808384357430038	"1610"	"1610"
