"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04060"	"Cytokine-cytokine receptor interaction"	"32/1780"	"213/21796"	0.000577637893001359	0.126502698567298	"10673;116379;1233;1270;1441;1524;163702;2057;2321;23765;27190;3455;355;3552;3566;3572;3575;3576;3578;3590;3596;3597;3600;3953;5008;60401;6348;6387;7042;7046;8742;9560"	"10563;10663;10673;10803;10913;115650;116379;1230;1232;1233;1234;1235;1236;1237;1270;1271;1435;1436;1437;1438;1439;1440;1441;1489;149233;1524;163702;1896;1950;1956;2056;2057;2277;2321;2322;2323;2324;23495;23529;23765;268;269;2690;27190;27242;2826;2829;2833;3082;338376;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3458;3459;3460;3467;355;3552;3553;3554;3556;3558;3559;356;3560;3561;3562;3563;3565;3566;3567;3568;3569;3570;3572;3574;3575;3576;3577;3578;3579;3581;3586;3587;3588;3589;3590;3592;3593;3594;3595;3596;3597;3600;3601;3604;3605;3606;3627;3791;3815;388372;3952;3953;3976;3977;4049;4050;4055;414062;4233;4254;4283;4352;4804;4982;5008;50615;50616;51330;5156;51561;5159;5196;5197;53832;53833;5473;55504;55540;55801;5617;5618;56832;57007;58191;58985;59067;60401;608;6348;6349;6351;6352;6370;6373;6376;6387;64109;643;64806;657;658;659;7040;7042;7043;7046;7048;7124;7132;7133;7173;7292;729230;7293;7424;7850;7852;84957;85480;8600;8718;8740;8741;8742;8743;8744;8764;8771;8784;8792;8807;8809;8995;90;91;9180;92;93;939;943;944;9547;9560;958;959;970;9966"
"path:04730"	"Long-term depression"	"14/1780"	"70/21796"	0.00138704502623677	0.151881430372926	"2778;2977;2982;2983;3479;3709;4893;5319;5322;5592;5894;6261;81579;84647"	"100137049;10672;10842;123745;1392;1394;23236;26279;2767;2768;2770;2771;2773;2775;2776;2778;2781;2890;2891;2892;2895;2911;2915;2977;2982;2983;30814;3265;3479;3480;369;3708;3709;3710;3845;391013;4067;4842;4893;50487;5319;5320;5321;5322;5330;5331;5332;5515;5516;5518;5519;5578;5579;5582;5592;5593;5594;5595;5604;5605;5894;6261;64600;673;773;81579;8398;8399;84647;8681"
"path:04110"	"Cell cycle"	"20/1780"	"127/21796"	0.00333266083859407	0.197497807333339	"1022;1027;10735;1869;23594;25;4087;4171;5933;64682;7027;7042;7157;7465;8697;890;891;9126;983;990"	"1017;1019;1021;1022;1026;1027;10274;1028;1029;1030;1031;1032;10393;10459;10735;10744;10912;10926;10971;1111;11200;1387;1647;1869;1870;1871;1874;1875;2033;23594;23595;246184;25;25847;27127;2810;2932;29882;29945;3065;3066;4085;4087;4088;4089;4171;4172;4173;4174;4175;4176;4193;4609;4616;472;494551;4998;4999;5000;5001;5111;51343;51433;51434;51529;5347;545;5591;5885;5925;5933;5934;595;64682;6500;6502;650621;651610;699;701;7027;7029;7040;7042;7043;7157;7272;731751;7465;7529;7531;7532;7533;7534;7709;8243;8317;8318;8379;8454;85417;8555;8556;8697;8881;890;8900;891;894;896;898;902;9088;9126;9133;9134;9184;9232;9700;983;990;991;993;994;995;996;9978"
"path:05220"	"Chronic myeloid leukemia"	"13/1780"	"72/21796"	0.0051438226974434	0.197497807333339	"1027;1399;1869;25;4893;5894;5970;6655;7042;7046;7157;867;9846"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:05200"	"Pathways in cancer"	"40/1780"	"322/21796"	0.00517971373005599	0.197497807333339	"1027;1050;1399;1441;1496;1869;2246;25;26291;324;3479;355;3576;3716;3910;3912;4087;4292;4318;4893;51684;5728;581;5888;5894;5915;5970;637;6655;6688;6789;7042;7046;7157;7175;7185;7704;8031;8321;867"	"10000;1017;1019;1021;1026;1027;1029;10297;1030;10319;10342;10401;1050;10928;11186;11211;112398;112399;1147;1163;1282;1284;1286;1288;1387;1398;1399;1436;1438;1441;1487;1488;1495;1496;1499;1612;1613;1630;1855;1856;1857;1869;1870;1871;1950;1956;2033;2034;2064;207;208;2122;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2271;2277;22798;2308;2322;2323;2335;2353;23533;23604;23624;2475;25;2535;26060;26281;26291;27006;27148;2735;2736;2737;284217;2885;29119;2932;2956;3065;3066;3082;3091;324;3265;329;330;331;332;3320;3326;3479;3480;354;355;3551;356;3569;3576;3655;367;3673;3674;3675;3685;3688;369;3716;3725;3728;3815;3845;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;405;4087;4088;4089;4149;4193;4233;4254;4286;4292;4312;4313;4318;4436;4437;4609;4790;4791;4792;4824;4843;4893;4914;51176;51384;5154;5155;5156;51588;5159;51684;5228;5290;5291;5293;5294;5295;5296;5335;5336;5371;54205;54361;54583;5467;5468;5578;5579;5582;5594;5595;5599;5601;5602;5604;5605;572;5727;5728;5743;5747;581;5879;5880;5881;5888;5894;5898;5899;5900;5914;5915;5925;595;596;5970;5979;598;613;6256;6257;6258;637;64399;6469;650;6502;6513;652;652346;6608;6654;6655;6688;673;675;6772;6774;6776;6777;6789;6921;6923;6932;6934;7039;7040;7042;7043;7046;7048;7157;7170;7175;7184;7185;7186;7187;7188;7189;7422;7423;7424;7428;7471;7472;7473;7474;7475;7476;7477;7478;7479;7480;7481;7482;7483;7484;7704;7849;7855;7976;8030;8031;80326;8074;81029;8312;8313;8321;8322;8323;8324;8325;8326;83439;83593;836;841;842;8453;8503;8517;8554;861;862;8643;867;868;8772;8817;8822;8823;89780;898;9063;9134;9618;9915;9965;9978;998;999"
"path:00604"	"Glycosphingolipid biosynthesis - ganglio series"	"5/1780"	"15/21796"	0.00541089883105039	0.197497807333339	"256435;27090;29906;30815;8869"	"256435;2583;27090;2720;29906;3073;3074;30815;6482;6483;6489;81849;8705;8869;9197"
"path:04115"	"p53 signaling pathway"	"12/1780"	"67/21796"	0.00751260926031661	0.199556894905444	"3479;355;51512;5728;581;637;7157;7249;8493;891;9540;983"	"1017;1019;1021;1026;1029;10912;1111;11200;143686;1643;1647;25898;27113;27244;2810;317;3479;3486;355;3732;4193;4194;4616;472;50484;5054;51246;51512;5268;5366;54205;545;55240;55367;56475;5728;575;581;595;6241;637;63970;64065;64326;64393;6477;651610;7157;7161;7249;836;83667;841;842;8493;85417;891;894;896;898;900;901;9133;9134;9538;9540;983"
"path:04630"	"Jak-STAT signaling pathway"	"22/1780"	"155/21796"	0.00766316636645947	0.199556894905444	"10252;116379;1270;1441;161742;163702;2057;3455;3566;3572;3575;3578;3590;3596;3597;3600;3716;3953;5008;6655;81848;867"	"10000;10251;10252;10253;10254;10379;10401;11009;1154;116379;122809;1270;1271;1387;1437;1438;1439;1440;1441;1442;1489;149233;161742;163702;200734;2033;2056;2057;207;208;23529;23533;23624;2688;2689;2690;282616;282617;282618;2885;29949;30837;338376;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3458;3459;3460;3467;3558;3559;3560;3561;3562;3563;3565;3566;3567;3568;3569;3570;3572;3574;3575;3578;3581;3586;3587;3588;3589;3590;3592;3593;3594;3595;3596;3597;3598;3600;3601;3716;3717;3718;3952;3953;3976;3977;4352;4609;5008;50604;50615;50616;51561;51588;5290;5291;5292;5293;5294;5295;5296;53832;53833;55801;5617;5618;56832;5777;5781;58985;59067;595;598;64109;6654;6655;6772;6773;6774;6775;6776;6777;6778;7173;7297;8027;81848;8503;85480;8554;8651;867;868;8835;894;896;9021;9063;9180;9655"
"path:02010"	"ABC transporters"	"9/1780"	"44/21796"	0.00820096828378536	0.199556894905444	"10057;10257;10351;19;20;368;5243;5826;94160"	"10057;10058;10060;10257;10347;10349;10350;10351;1080;11194;1244;154664;19;20;21;215;22;225;23456;23457;23460;23461;24;26154;340273;368;4363;5243;5244;5825;5826;64137;64240;64241;6833;6890;6891;85320;8647;8714;89845;94160;9429;9619"
"path:05160"	"Hepatitis C"	"19/1780"	"134/21796"	0.0127095135769616	0.257897002781893	"10062;10197;24146;29110;3455;3576;3716;4893;5465;5521;55844;5600;5894;5970;6655;7157;9071;9073;9080"	"10000;10062;10197;1026;10379;10401;10686;1147;1364;1365;1366;137075;1432;148022;149461;1950;1956;1965;207;208;23533;23562;23586;24146;26285;27102;2885;29110;2932;3265;3434;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3551;3576;3646;3659;3661;3665;369;3716;3845;3949;439996;440275;4790;4792;4893;4938;4939;4940;4950;49861;5010;51208;51588;5163;5290;5291;5293;5294;5295;5296;53842;5465;5515;5516;5518;5519;5520;5521;5522;55844;5594;5595;5599;5600;5601;5602;5603;5610;572;57506;5894;5970;6041;6256;6300;6654;6655;673;6772;6773;6774;7098;7122;7124;7132;7157;7186;7187;7189;7297;8503;8517;8554;8717;8737;9021;9063;9071;9073;9074;9075;9076;9080;9451;949;9641;975"
